"readerid","firstname","lastname","genrename","readcount"
10392,"David","Luna","Sports","4"
10393,"Andrew","Meyers","Entrepreneurship","4"
10394,"Bryan","Alexander","Psychology","4"
10395,"Melissa","Bowen","Biology","4"
10396,"Stephanie","Love","Graphic Novel","4"
10398,"Janice","Turner","Technology","4"
10399,"Tara","Smith","Education","8"
10400,"Chad","Burton","Sociology","4"
10401,"Pamela","Cook","Health","4"
10402,"Xavier","Klein","Biography","4"
10403,"Anthony","Beck","Information Technology","4"
10404,"Antonio","Tate","Chemistry","4"
10405,"Sarah","Howard","Poetry","4"
10406,"Michelle","Shelton","Dentistry","4"
10407,"Elizabeth","Bell","Health","4"
10408,"Sherry","Clark","Physics","4"
10409,"Clayton","Turner","Medicine","4"
10410,"Jeanne","Mcgee","Biography","4"
10411,"Andrea","Baker","Anthropology","4"
10412,"Paula","Hunt","Art","4"
10413,"Shannon","Johnson","Autobiography","4"
10414,"Shawn","Mosley","Dance","4"
10415,"Manuel","Washington","Innovation","4"
10416,"James","Mendez","Customer Service","4"
10417,"Troy","Kelly","Dentistry","4"
10418,"Sharon","Castillo","Children","4"
10419,"Teresa","Reed","Health","4"
10420,"Wendy","Faulkner","Nursing","4"
10421,"David","Allen","Fiction","4"
10422,"Alexis","Lewis","Computer Science","4"
10423,"Austin","Ortiz","Biology","4"
10424,"Kayla","Dennis","Children","4"
10425,"Gail","Bautista","Journalism","4"
10426,"Kathryn","Moyer","Psychiatry","4"
10427,"Jose","Shelton","Chemistry","4"
10428,"Wanda","Mclaughlin","Pharmacy","4"
10429,"Kara","Bell","Cooking","4"
10430,"James","Newton","Customer Service","4"
10431,"Rebecca","Morales","Accounting","4"
10432,"John","Barr","Dentistry","4"
10433,"Brian","Nelson","Dance","4"
10434,"Lauren","Ford","Dentistry","4"
10435,"Nathan","Carter","Cooking","4"
10436,"Anita","Jones","Geography","4"
10437,"Benjamin","Russell","Thriller","4"
10438,"Angelica","Arnold","Human Resources","4"
10439,"Deanna","Barton","Chemistry","4"
10440,"Michelle","Jenkins","Accounting","4"
10441,"John","Mills","Chemistry","4"
10442,"Timothy","Francis","Engineering","4"
10443,"Linda","Flores","Mystery","4"
10444,"Yolanda","Hinton","Fiction","8"
10445,"Kimberly","Smith","Art","4"
10446,"Michael","Roberts","Physics","4"
10447,"Bradley","Adams","Criminal Justice","4"
10448,"Rebecca","Davis","Autobiography","4"
10449,"Heather","Michael","Dentistry","4"
10450,"Luis","Collins","Logistics","4"
10451,"Alexander","Patel","Computer Science","4"
10452,"Bradley","Bailey","Human Resources","4"
10453,"Scott","Joseph","Chemistry","4"
10454,"Alex","Mcconnell","Spirituality","4"
10455,"Bonnie","Leon","Computer Science","4"
10456,"Toni","Gomez","Computer Science","4"
10457,"Allison","Weiss","Fantasy","4"
10458,"Paul","Williams","Sales","4"
10459,"Nicholas","Robinson","Economics","4"
10460,"Jonathan","Lee","Biography","4"
10461,"Chris","Davis","Children","4"
10462,"Crystal","Beck","Dentistry","4"
10463,"Kristina","Nelson","Business","4"
10464,"Kevin","Lee","Romance","4"
10465,"Robert","Berry","Chemistry","4"
10466,"David","Campbell","Cooking","4"
10467,"Amanda","Short","Comics","4"
10468,"Marc","Ferguson","Anthropology","4"
10469,"Tabitha","Adams","Criminal Justice","4"
10470,"Jason","Campbell","Philosophy","4"
10471,"Margaret","Jones","Economics","4"
10472,"John","Davis","Sales","4"
10473,"Jason","Smith","Law","4"
10474,"Felicia","Fletcher","Information Technology","4"
10475,"Angela","Weber","Fitness","4"
10476,"Mallory","Turner","Horror","4"
10477,"James","Monroe","Biography","4"
10478,"Eric","Castaneda","Business","4"
10479,"Derrick","Steele","Geography","4"
10480,"Mark","Cannon","Comics","4"
10481,"Tony","Smith","Travel","4"
10482,"William","Shah","Biology","4"
10483,"Danny","Crawford","Thriller","4"
10484,"Andrew","Williamson","Theatre","4"
10486,"Michael","Lee","Young Adult","4"
10488,"Sarah","Parker","Cooking","8"
10489,"Michaela","Larson","Marketing","4"
10490,"Sandra","Walsh","Poetry","4"
10491,"Dawn","Rodriguez","Mathematics","8"
10492,"Justin","Johnson","Management","4"
10493,"Tony","Hernandez","Drama","4"
10494,"Emma","Parker","Customer Service","4"
10495,"William","Bryan","Accounting","4"
10496,"Kristi","Hill","Business","4"
10497,"Amber","Smith","Autobiography","4"
10498,"Michael","Chen","Psychology","4"
10499,"Charles","Hernandez","Finance","4"
10500,"Hunter","Chandler","Economics","4"
10501,"Amy","Juarez","Autobiography","4"
10502,"Adam","Marshall","Biology","4"
10503,"Jeffrey","Peck","Entrepreneurship","4"
10504,"Alicia","Weaver","Anthropology","4"
10505,"Ryan","Brown","Biology","4"
10506,"Katherine","Robles","Consulting","4"
10508,"Matthew","Martin","Political Science","4"
10509,"Christina","Thompson","Finance","4"
10510,"Katherine","Baker","Philosophy","4"
10511,"Jesse","Luna","Accounting","4"
10512,"Thomas","Phelps","Chemistry","4"
10513,"Darrell","Richardson","Marketing","8"
10514,"Kristina","Blair","Biology","4"
10515,"Sheri","Castillo","Customer Service","4"
10516,"Benjamin","Park","Politics","4"
10517,"Michele","Sanchez","Logistics","4"
10518,"Tina","Lara","Film","4"
10519,"Nicholas","Reynolds","Anthropology","4"
10520,"Jessica","Mendoza","Marketing","4"
10521,"Danny","Barnes","Logistics","4"
10522,"Brett","Smith","Supply Chain","4"
10523,"Sydney","Strong","Innovation","4"
10524,"Kevin","Foster","Criminal Justice","4"
10525,"Kathy","Brewer","Anthropology","4"
10527,"Monica","Figueroa","Art","4"
10528,"Lawrence","Harvey","Information Technology","4"
10529,"Donna","Davis","Biology","4"
10530,"Timothy","Ball","Art","4"
10531,"David","Buchanan","Children","4"
10532,"Kathleen","Oneill","History","8"
10533,"William","Webb","Autobiography","4"
10535,"Susan","Collins","Fiction","8"
10536,"Laurie","Smith","Anthropology","4"
10537,"Taylor","Vega","Biology","4"
10538,"Jasmine","Hoffman","Marketing","4"
10539,"James","Harris","Children","4"
10541,"Briana","Patrick","Accounting","4"
10542,"Shaun","Casey","Business","4"
10543,"Jon","Gould","Biography","4"
10545,"David","Bell","Law","4"
10546,"Nicole","Russo","Literature","4"
10547,"Brenda","Obrien","Poetry","4"
10548,"Thomas","Harvey","Cooking","4"
10549,"Robert","Joseph","Business","4"
10550,"John","Howard","Computer Science","4"
10551,"Julie","Shelton","Education","4"
10552,"Anita","Roberts","Anthropology","4"
10553,"Nathan","Vazquez","Customer Service","4"
10554,"Dana","Rodriguez","Dentistry","4"
10555,"Rachel","Mitchell","Education","4"
10556,"Amy","Humphrey","Art","4"
10557,"David","Blackwell","Finance","4"
10558,"Stacey","Torres","Travel","4"
10559,"Denise","Zimmerman","Operations","4"
10560,"Cody","Nicholson","Law","4"
10561,"Brian","Evans","Autobiography","4"
10562,"Hannah","Chavez","Engineering","4"
10563,"Sheila","Hall","Physics","4"
10564,"Veronica","Oliver","Cooking","4"
10565,"Ronald","Jones","Strategy","4"
10566,"Robert","Scott","Children","4"
10567,"David","Vaughn","Information Technology","4"
10568,"William","Collier","Spirituality","4"
10569,"Taylor","Santos","Mathematics","4"
10570,"Jill","Sanchez","Supply Chain","8"
10571,"Eric","Roach","Logistics","4"
10572,"Jennifer","Davis","Chemistry","4"
10573,"Mark","Nguyen","Dance","4"
10574,"Wanda","Phillips","Biography","4"
10575,"Sara","Quinn","Non-Fiction","4"
10576,"Michael","Jones","Mystery","4"
10578,"Christine","Montgomery","Customer Service","4"
10579,"Michelle","Hernandez","Criminal Justice","4"
10580,"Catherine","Smith","Mathematics","4"
10581,"Mark","Rogers","Biology","4"
10583,"Christopher","Silva","Entrepreneurship","4"
10584,"David","Boyd","Fitness","4"
10585,"Erik","Boyer","Business","4"
10586,"Vernon","Powell","Art","4"
10587,"Oscar","Simon","Travel","8"
10588,"Joshua","Ramirez","Young Adult","4"
10589,"John","Smith","Literature","4"
10590,"Joshua","Washington","Drama","4"
10591,"Mark","Walker","Biology","4"
10592,"Sarah","Howell","Customer Service","4"
10593,"Robert","Sullivan","Politics","4"
10594,"David","Gray","Science Fiction","8"
10595,"Kathleen","Cook","Art","4"
10597,"Bryan","Hooper","Journalism","4"
10598,"Alison","Garcia","Literature","4"
10599,"Joyce","Mathews","Cooking","4"
10601,"Ian","Forbes","Law","4"
10602,"Priscilla","Koch","Management","4"
10603,"Ricardo","Woodard","Dentistry","4"
10604,"Kaitlin","Smith","Finance","4"
10605,"Margaret","Johnson","Journalism","8"
10606,"Alice","Munoz","Psychology","4"
10607,"Nathaniel","Jordan","Biography","4"
10609,"Juan","Allen","Thriller","4"
10610,"Wendy","Garcia","Leadership","4"
10611,"Joseph","White","Fantasy","4"
10612,"David","Anderson","Health","4"
10613,"Kristen","Whitehead","Fiction","4"
10614,"Janet","Williams","Thriller","4"
10615,"Monica","Gomez","Veterinary","4"
10616,"Laura","Bradford","Geography","8"
10617,"George","Jones","Dance","4"
10619,"Amy","Dixon","Consulting","4"
10620,"Michael","Hoffman","Dance","4"
10621,"Donna","Trevino","Accounting","4"
10622,"Jared","Shields","Biology","4"
10623,"David","Leon","Engineering","4"
10624,"John","Davenport","Accounting","4"
10625,"Dillon","Walker","Business","4"
10626,"Gregg","Beard","Business","8"
10627,"Lisa","Scott","Children","4"
10628,"Tara","Weiss","Comics","4"
10629,"Jennifer","Ryan","Biology","4"
10630,"Elizabeth","Jackson","Fantasy","4"
10631,"Stephanie","Porter","Art","4"
10632,"Lori","Murray","Fitness","4"
10633,"Claire","Brown","Information Technology","4"
10634,"Terry","Kline","Computer Science","8"
10635,"Sara","Hill","Drama","4"
10636,"Nicole","Allen","Sociology","4"
10637,"Allison","Davis","Supply Chain","4"
10638,"Regina","Peters","Cooking","4"
10639,"William","Curtis","Fitness","8"
10640,"Bryan","Bright","Computer Science","4"
10641,"Crystal","Dougherty","Fiction","4"
10642,"Keith","Maddox","Computer Science","4"
10643,"Sabrina","Bennett","Biography","4"
10644,"Tracy","Graham","Fitness","4"
10646,"Jason","Wright","Education","4"
10647,"Jessica","Weaver","Drama","8"
10648,"Aaron","Abbott","Computer Science","4"
10649,"Tina","Hunter","Psychiatry","4"
10650,"Brittney","Ward","Horror","4"
10651,"Traci","Avery","Children","4"
10653,"John","Armstrong","Biology","4"
10655,"Jeremy","Reese","Finance","4"
10656,"Nancy","Norton","Medicine","4"
10657,"Heidi","Morris","Horror","4"
10658,"Alyssa","Powers","Marketing","4"
10659,"Jessica","Neal","Marketing","4"
10660,"Catherine","Dalton","Fantasy","4"
10661,"Elizabeth","Torres","Mathematics","8"
10662,"Adam","Lee","Anthropology","4"
10663,"Brian","Chandler","Comics","4"
10665,"Steven","Sanders","Customer Service","4"
10666,"Bob","Nelson","Biology","4"
10667,"Lindsay","Campbell","Customer Service","4"
10668,"Seth","Lopez","Literature","4"
10670,"Veronica","Jones","Art","4"
10671,"Ronald","Jones","Music","4"
10672,"Amy","Gray","Criminal Justice","8"
10673,"Diane","Lopez","Drama","4"
10674,"Patricia","Rodriguez","Drama","4"
10675,"Mark","Watson","Autobiography","4"
10676,"Craig","George","Anthropology","4"
10677,"Patricia","Landry","Geography","4"
10678,"Tammy","Nelson","Sports","4"
10680,"Karen","Baker","Autobiography","4"
10682,"Lisa","Tran","Cooking","4"
10684,"Nicholas","Davis","Comics","4"
10685,"Meghan","York","Nursing","4"
10686,"Amanda","Miller","Fantasy","4"
10687,"Shawn","Smith","Mathematics","4"
10688,"Ethan","Medina","Self-Help","8"
10690,"Sarah","Cortez","Marketing","4"
10691,"Patricia","Bradshaw","Leadership","4"
10692,"Allison","Pratt","Consulting","4"
10693,"Laura","Clayton","Cooking","4"
10694,"Joseph","Barker","Accounting","4"
10695,"Julie","Fields","Radio","4"
10696,"Dale","Ramirez","Film","4"
10697,"Jeffery","Hudson","Graphic Novel","4"
10698,"Maxwell","Daniels","Politics","8"
10699,"Samuel","Clark","Information Technology","4"
10700,"Jason","Wagner","Chemistry","4"
10701,"David","Smith","Anthropology","4"
10702,"Larry","Norton","Film","4"
10703,"Andrew","Garrett","Comics","4"
10704,"Kathy","Park","Criminal Justice","4"
10705,"Michele","Gill","Politics","4"
10706,"Richard","Brown","Anthropology","4"
10707,"Brian","Griffin","Information Technology","8"
10708,"Brian","Nelson","Information Technology","4"
10709,"Matthew","Ramirez","Travel","4"
10710,"Eric","Velazquez","Horror","8"
10711,"Joshua","Sloan","Film","4"
10712,"Marcus","Gould","Journalism","4"
10713,"Steven","Russell","Biography","4"
10714,"Tyler","Allen","Engineering","4"
10715,"Michael","Carroll","Comics","4"
10716,"Laura","Savage","Business","4"
10717,"Elizabeth","Rice","Consulting","4"
10718,"Adrienne","Sanchez","Philosophy","4"
10719,"Mary","Schmidt","Business","4"
10720,"Eric","Castillo","Horror","4"
10721,"Jennifer","Wilson","Biology","4"
10722,"Lindsay","Howard","Education","8"
10723,"James","Clarke","Fiction","4"
10724,"Tonya","Moore","Music","4"
10725,"Scott","Flowers","Journalism","4"
10726,"Billy","Mata","Information Technology","4"
10727,"Rebecca","Cook","Spirituality","4"
10728,"James","Turner","Drama","4"
10729,"Jonathan","Dougherty","Finance","4"
10730,"Cynthia","Henry","Dance","4"
10731,"Michael","Arnold","Graphic Novel","4"
10732,"Jessica","Olson","Graphic Novel","4"
10733,"Leslie","Tate","Supply Chain","4"
10734,"Donald","Rivas","Psychiatry","8"
10735,"Richard","Koch","Chemistry","4"
10736,"Carl","Thompson","Dentistry","4"
10737,"Christina","Clark","Children","4"
10738,"Lauren","Williams","Fiction","4"
10739,"Alexis","Evans","Children","4"
10740,"Andrea","Golden","Health","4"
10741,"Bryan","Myers","Art","4"
10743,"Victoria","Oneal","Computer Science","4"
10744,"Abigail","Smith","Chemistry","4"
10745,"Anna","Bradshaw","History","4"
10746,"Timothy","Lopez","Anthropology","4"
10747,"Brandon","Daugherty","Pharmacy","4"
10748,"Charlene","May","Fitness","8"
10749,"Samuel","Evans","Economics","4"
10750,"Brandon","Kim","Cooking","4"
10751,"Melanie","Dunn","Drama","4"
10753,"Dwayne","Mathis","Psychology","8"
10754,"Emma","White","Chemistry","8"
10755,"John","Bryant","Entrepreneurship","4"
10756,"Alison","Smith","Accounting","4"
10757,"Cynthia","Heath","Drama","4"
10758,"Haley","Wiley","Accounting","4"
10759,"Christopher","Charles","Horror","4"
10760,"Diane","Clark","Chemistry","4"
10761,"Margaret","Perez","Biology","4"
10763,"Karen","Stanley","Drama","4"
10764,"Ralph","Howard","Cooking","4"
10765,"Diana","Owens","Fantasy","4"
10766,"Frank","Duran","Chemistry","4"
10767,"Tammy","White","Mystery","4"
10768,"Robert","Williams","Cooking","4"
10769,"Lori","Mendoza","Cooking","4"
10771,"Robert","Rowe","Computer Science","8"
10772,"Lawrence","Hull","Science Fiction","4"
10775,"Laura","Robinson","Operations","4"
10776,"Heather","Ayala","Consulting","4"
10777,"Ariel","Colon","Comics","4"
10778,"Natasha","Johnson","Computer Science","4"
10779,"Sandra","Smith","Art","4"
10780,"Gabrielle","Caldwell","Biography","4"
10781,"Jennifer","Kaufman","Information Technology","4"
10782,"Leroy","King","Information Technology","4"
10783,"Kevin","Flores","Engineering","4"
10784,"Kathy","Wood","Theology","4"
10785,"Aaron","Cox","Fitness","4"
10786,"Helen","Holmes","Autobiography","8"
10787,"David","Thomas","Biography","4"
10788,"Keith","Wade","Anthropology","4"
10789,"Katie","Johnson","Biography","4"
10790,"James","Johnson","Travel","8"
10791,"Shelley","Shepherd","Spirituality","4"
10792,"Brittany","Newton","Chemistry","4"
10793,"Rachel","Vazquez","Television","4"
10794,"Alexander","Johnson","Cooking","4"
10795,"Joseph","Shaw","Finance","4"
10796,"Rachel","Velez","Fitness","4"
10797,"Jorge","Wood","Anthropology","4"
10798,"Virginia","Hurley","Dentistry","4"
10799,"Robert","Hoffman","Fiction","4"
10800,"Brian","Todd","Film","4"
10801,"Paul","Richards","Children","4"
10802,"Jennifer","Deleon","Anthropology","4"
10803,"Adrienne","Gutierrez","Drama","4"
10804,"Jacob","Long","Dance","4"
10805,"Erica","Carpenter","Comics","4"
10806,"Austin","Coleman","Drama","4"
10807,"Cindy","Bender","Accounting","4"
10808,"Mark","Black","Accounting","4"
10809,"Victoria","Phillips","Comics","4"
10810,"Mark","Aguirre","Psychiatry","4"
10811,"Tyler","Stewart","Information Technology","4"
10812,"Angela","Bradley","Chemistry","4"
10813,"Kyle","Pace","Computer Science","4"
10814,"Erica","Bright","Sports","4"
10815,"Debbie","Walker","Art","4"
10816,"Michael","Smith","Consulting","4"
10817,"Andrea","Ramirez","Biography","4"
10818,"Joseph","Cannon","Physics","4"
10819,"Amy","Jordan","Accounting","4"
10820,"Jacob","Torres","Pharmacy","4"
10821,"Mark","Allen","Anthropology","4"
10822,"Melissa","Myers","Customer Service","8"
10823,"Daniel","Klein","Film","4"
10824,"Logan","Thomas","Business","4"
10825,"Julia","Watts","Film","4"
10826,"David","Weaver","Anthropology","4"
10827,"Sean","Cruz","Veterinary","4"
10828,"Victor","Calhoun","Dentistry","4"
10829,"Caitlin","Anderson","Romance","4"
10830,"Steven","Lutz","Education","4"
10831,"Taylor","Schaefer","Pharmacy","4"
10832,"Dawn","Vasquez","Sports","8"
10833,"Beth","Green","Geography","4"
10834,"Wendy","Contreras","Literature","4"
10835,"William","Wright","Biography","4"
10836,"Alyssa","Tyler","Children","4"
10837,"Abigail","Frye","Entrepreneurship","4"
10838,"Daniel","Zimmerman","Business","4"
10839,"Steve","Lambert","Education","4"
10840,"Jillian","Thompson","Biography","4"
10841,"Arthur","Collins","Entrepreneurship","4"
10842,"Daniel","Mcdowell","Horror","4"
10843,"Grace","Drake","Mathematics","4"
10844,"Kimberly","Fuentes","Accounting","4"
10845,"Tina","Joseph","Business","4"
10846,"Shannon","Wells","Engineering","4"
10847,"Kylie","Phillips","Marketing","4"
10848,"Russell","Allen","Leadership","4"
10849,"Emily","Morton","Mathematics","4"
10850,"Amy","Phillips","Information Technology","4"
10851,"Karina","Martinez","Comics","4"
10852,"Teresa","Hickman","Education","4"
10853,"Alison","Walker","Science","4"
10854,"Linda","Holland","Non-Fiction","4"
10855,"Brittney","Holt","Politics","4"
10856,"Kerry","Duke","Fiction","4"
10857,"Elizabeth","Ochoa","Journalism","4"
10858,"James","Campbell","Dance","4"
10859,"Tonya","Pope","Anthropology","4"
10860,"Vicki","Coleman","Dance","4"
10861,"Brent","Adams","Biography","4"
10862,"James","Olson","Autobiography","4"
10863,"Whitney","Morales","Art","4"
10864,"Kristen","Williams","Graphic Novel","4"
10865,"Ronald","Smith","Logistics","4"
10866,"Jose","Smith","Customer Service","4"
10867,"Roger","Velasquez","Finance","4"
10868,"Grant","Huynh","Fitness","8"
10869,"Marcus","Atkinson","Finance","4"
10870,"Paul","Alvarez","Biology","4"
10871,"Donna","Howell","Travel","4"
10872,"Matthew","Wilson","Biology","4"
10873,"Walter","Hall","Finance","4"
10874,"Scott","Marsh","Nursing","4"
10875,"Amy","Taylor","Business","4"
10876,"Meghan","Perkins","Management","4"
10877,"Brent","Riley","Art","4"
10878,"Daisy","Mitchell","Criminal Justice","4"
10879,"Joshua","Powers","Biography","4"
10880,"Zachary","Wagner","Strategy","4"
10881,"Samantha","Mcfarland","Cooking","4"
10882,"Donald","Wallace","Engineering","8"
